date,predicted_root_cause,stations_affected,fraction_of_fleet,p_value_vs_chance,classification
2025-03-15,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-16,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-16,sensor_spike_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-17,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-18,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-18,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-18,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-18,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-19,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-19,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-19,possible_genuine_weather_event,1,0.2,1.0,ISOLATED_FAULT
2025-03-20,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-20,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-20,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-20,sensor_spike_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-20,sensor_stuck_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-21,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-21,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-21,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-21,sensor_spike_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-22,possible_genuine_weather_event,1,0.2,1.0,ISOLATED_FAULT
2025-03-22,sensor_spike_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-22,sensor_stuck_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-23,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-23,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-23,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-23,sensor_stuck_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-24,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-24,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-25,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-26,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-26,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-26,sensor_stuck_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-27,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-27,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-27,possible_genuine_weather_event,1,0.2,1.0,ISOLATED_FAULT
2025-03-28,calibration_drift_or_inconsistency,1,0.2,1.0,ISOLATED_FAULT
2025-03-29,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-29,sensor_stuck_fault,1,0.2,1.0,ISOLATED_FAULT
2025-03-30,communication_failure,1,0.2,1.0,ISOLATED_FAULT
2025-03-31,normal,1,0.2,1.0,ISOLATED_FAULT
2025-03-31,physics_inconsistent_reading,1,0.2,1.0,ISOLATED_FAULT
2025-03-31,sensor_spike_fault,1,0.2,1.0,ISOLATED_FAULT
